Index,Time,Source,Content
125,2019-02-19T19:04:26+00:00,Kolkata24*7,"Kolkata: A five-year-old school girl was on Tuesday run over by a speeding bus in front of her mother in the Dum Dum area of North 24 Pargana district in West Bengal, police said.The incident took place on the Jessore Road in Dum Dum’s Nagerbazar around 10 a.m.“Anushka Kar was run over by a private bus while on her way to school. She was declared brought dead in the hospital,” an officer from Dum Dum police station said. According to the eye-witnesses, the girl got down from a bus along with her mother near the Nagerbazar bus stop. She was run over by the same bus before she could step aside.Police have seized the bus but the driver fled from the spot.Following the accident, a group of angry guardians blocked the road to protest against rash driving in the area. They also protested at the school accusing it of not providing sufficient number of school buses for students.“The school authority has no responsibility. They have very few school buses. As a result, many of our kids have to travel in private buses. They should immediately post some attendants outside the school premises for safely escorting students,” a guardian said."
126,2019-01-19T15:00:29+00:00,Kolkata24*7,"Modi is unable to take everyone along. One who can’t take everyone along, can’t be a leader. This is the beginning of BJP’s endHaven’t seen anyone run a country in a such a fascist manner,” said Mamata Banerjee, while ending her speech with “BJP hatao, desh bachao and Jai Hindh, Vande mataram” chant. A new government will be formed at the Centre. It is inevitable. Their expiry date has come. This is people’s verdict:A new government will be formed at the Centre. It is inevitable. Their expiry date has come. This is people’s verdict:A new government will be formed at the Centre. It is inevitable. Their expiry date has come. This is people’s verdict:They are some goody goody people: MamataThey (BJP) want riots in West Bengal. They want to do rath yatra. I will not allow this to happen. I wont let riots happen in West Bengal: Mamata Banerjee, West Bengal CMThey humiliated CBI, ED, RBI. They undermined banks. Remember, if you vote BJP to power this time, you won’t get any of your money back, said Mamata Banerjee.They are doing politics even with the security forces: Mamata Banerjee, West Bengal CMThere is no need to discuss our PM candidate right now: MamataThe credibility of CBI has been destroyed:MamataWe will work together to bring a new dawn for the country:Mamata22-23 parties have taken part in this rally. The Modi government is past is expiry date,” said Mamata BanerjeeMamata Banerjee speaks at opposition’s ‘United India’ rally in Kolkata “This rally will rob Modiji of his sleep. I want to tell Modiji, you can be chowkidaar, but people of this country are thaanedaar (cops),’ said Tejashwi Yadav.We are not afraid of intimidation tactics. We have to save the country”: Tejashwi YadavPromises and Performance mein gap hai: Shatrughan Sinha“Mood of the nation is Parivartan. Parivartan. Parivartan. People want a new leadership” Shatrughan Sinha said. “It is a herculean task to forget differences and come together,” says former PM HD Deve Gowda.Former Prime Minister HD Deve Gowda says: “The Centre is victimising leaders of Opposition parties using all machinery”16 million people have lost jobs: KhargeFarmers are dying but PM Modi is feeding people like Anil Ambani, says Mallikarjun Kharge.Mallikarjun Kharge reads a message from Sonia Gandhi: “The upcoming general elections will be on the faith of restoring democracy in our country”We want to protect interests of the youth, women and farmers. BJP leaders said we will fight for the PM’s post, but we have gathered to save the country,” said Sharad Pawar. EVM is a big fraud, we have to go back to paper ballot,” he added.This government is not controlling inflation but interfering in federal work. If you misbehave in Karnataka, you will pay a heavy price.The BJP and NDA have betrayed the nation. This government is doing fraud by paying extra for 36 jets. It has misled the nation in this case.This Prime Minister is a publicity PM, not a performing PM: Chief Minister of Andhra Pradesh“We have only one mission – Save India. Save democracy.”: Chief Minister of Andhra PradeshChief Minister of Andhra Pradesh says: “We have only one mission – Save India. Save democracy.”People ask me about the alternate to Modi, I would like to tell them that 2019 polls should be aimed at removing Modi and Amit Shah” says Arvind Kejriwal Today is a historic day for the country. The Shah-Modi duo have destroyed the country”: Arvind Kejriwal SP and BSP has united now against BJP. We have tried to bring the parties together and this has made BJP very insecure:Akhilesh YadavWhat starts in Bengal is seen all across India,” says Samajwadi Party chief Akhilesh Yadav in Kolkata Salute the soil of Bengal. Bengal will lead from the front under the leadership of Didi: YadavJo baat Bengl se chalegi, woh desh mein dikhai degi”: Akhilesh YadavThe BJP has dictatorial attitude. The country, today, is at crossroads because of their policies,” said HD Kumaraswamy. H D Deve Gowda taught me to be humble and simple like Didi says Karnataka chief minister.Senior Congress leader Mallikarjun Kharge takes the stage at Mamata Banerjee’s United Opposition Rally.Chief Minister of Karnataka, kumaraswamy, says: “Regional have the strong instinct to connect with the people and protect the interests of their States.”“Stalin will sweep the elections, he may win all the seats. Congratulations to him, in advance,” said host Mamata Banerjee at the mega rallyHitting out at prime minister Modi, MK Stalin said, “Mamata is one person Modi is afraid of.” “Wherever PM Modi is going he is fiercely attacking the Opposition, Modi is fearful of Opposition and that is why he is also cursing us, he is afraid of our unity, we must come together to safeguard India,” he added. Before coming to power Modi promised a lot of things but he has failed to fulfill all the promises: MK StalinIf we Unite together then we will win definitely: MK StalinThe upcoming general elections in May will be the second freedom struggle of the country”: MK StalinIt will be decided later who becomes PM, first we have to fight the elections together: Farooq Abdullah“Every Kashmiri wants to stay with India, they want to live and die together. I urge you to participate with us. We have to fight the polls together”: Farooq AbdullahFormer Chief Minister of Jammu & Kashmir, Farooq Abdullah, says: “The BJP is dividing people on the basis of religion. We must all come together to defeat the divisive forces” Not one institution is left, which has not been destroyed by the current govt at CentreFormer MP Sharad Yadav: Financial loss due to demonetisation, country in serious situation At this rally, I am seeing a rainbow of 22 parties is replacing dark cloudsRajya Sabha MP Dr AM Singhvi says: “Clouds are parting. A rainbow of political parties is forming. The time for a coalition has arrived”Abhishek Singhvi: Amar antorik shubhechha nioThere should be only one motto, to defeat BJP. Fight 1 vs 1 against the BJPNothing like Rafale scam happened beforeHe speaks on demonetisation and GST, criticises it harshlyFormer Union Minister Arun Shourie says: “No other government has said so many lies. Never before were institutions undermined in this manner”Not a fight against any individual, but the democracy of the country has fallen apart. Democracy suffers losses in 56 monthsWe are united here to remove the PM – YashwantFormer Union Minister Yashwant Sinha says: “This is not about removing one man from power. We have come together to defeat an ideology.”Ami tomader bhalobashi – Jayant“What Bengal thinks today, India thinks tomorrow. Mamata Didi has shown it today”Modi must be ousted to bring ‘acche din’Country wanted a united like this : RLD leader Jayant Chaudhury Let us unite together and fight against communalismThey are interfering with our personal lives, telling us what to eat and what not.Laldu lashes out at Modi govt, Pic Courtesy: AITCIf bill (citizenship amendment bill) is enacted, India will no longer be a suitable place for us to remain. We come here with a purpose, to see a new rule at the centre- Mizoram CM Laldu Hawama Warns ModiGegong Apang, former CM of Arunachal Pradesh says: “The last four years have been testing times for Indian democracy”People of Delhi divided the country, esp the north-eastThe diamonds of the country are present at the brigadeNorth East people also want this, this is their demandHave worked under Indiira, Rajiv Narosima, Monmohan Singh, Devegowda. All believe in federal democracy.It is voice of North-East where the sun first risesGegong Apang, former CM of Arunachal Pradesh Pic courtesy: AITCIt is gatbandhan, all regional parties should work together to save democracy and the people of the country – Gegong Apang speaksEven as leaders are addressing the crowds at United India At Brigade rally, people are still on their way to the venue. People are coming from Howrah via ferriesWill have to maintain the unity of the country: HemantaRegional parties have come together, will have to stand for Dalits and other oppressed communities: Hemanta SorenContinuous attacks on Democracy: JigneshRSS and BJP must be defeated in 2019: JigneshDestruction of democracy shows what we are going through: JigneshIndia going through an unprecedented cricis- Jignesh MehwaniJignesh Mehwani starts his speech with ‘Ami tomake bhalobashi’“Subhas babu lare the goro se, humko larna hai choro se”- Hardik‘Will have to oust miscreants from country, will have to fight against thiefs– HardikHARDIK PATEL starts his speechMamata welcomes Akhilesh, Stalin and other leadersMamata speaks in Bengali and Hindi.Mamata announces Brigade rally to begin earlier.Poet Srijato recites one of his poems.People are arriving at Sealdah station. All roads lead to United India At Brigade rally todayKabir Suman singing at BrigadeFormer CM of J&K Omar Abdullah reaches Kolkata.Traffic moving at sloth-like speed.Crowd is swelling by the minuteTime: 10:51 am: Chief Minister Mamata Banerjee reaches Brigade ground for the mega anti-BJP rally.Pic courtesy: AITCCultural programme begins at Brigade rally, just waiting for Mamata’s arrival.Poet Srijato present at the Brigade ground.Mamata Banerjee leaves from her Kalighat residence for the Brigade parade grounds.Mamata Banerjee to leave for Brigade grounds shortly.Delhi chief minister Arvind Kejriwal arrives in Kolkata for the mega anti-BJP rally.Among the other leaders attending the event are Karnataka Chief Minister HD Kumaraswamy, Delhi Chief Minister Arvind Kejriwal, Andhra Pradesh Chief Minister N Chandrababu Naidu, National Conference leader Omar Abdullah and Rashtriya Janata Dal leader Tejashwi Yadav.“Only few hours to go for the historic ‘United India Rally’ at Brigade Parade Grounds. I welcome all national leaders, supporters and lakhs of people to participate in today’s rally to pledge to build a stronger, progressive and united India” – tweets MamataAt around 9 am, a major accident occured near Central Park. Bidannagar police commissionerate detective head injured in the incident. Rushed to the hospital.Followers and supporters start assembling at Brigade parade grounds. Kolkata: Kolkata’s Brigade Parade Ground is all set to host Trinamool chief Mamata Banerjee’s mega rally for a grand alliance of opposition parties this noon, with political leaders from all corners of the country joining in.Among the first to make an appearance were Samajwadi Party leader Akhilesh Yadav, DMK chief MK Stalin, former BJP leader Arun Shourie, Loktantrik Janata Dal chief Sharad Yadav and Nationalist Congress Party head Sharad Pawar.At least 25 top political leaders are expected to occupy the stage at the event — called the “United India Rally” — aimed at uniting various political parties against the Narendra Modi-led BJP in the upcoming Lok Sabha elections. Ms Banerjee, also the Bengal chief minister, spent several hours on Friday interacting with visiting political leaders put up at various hotels across the city."
127,2018-12-14T02:12:53+00:00,Kolkata24*7,"Kolkata: Four-time Olympic Games gold medalist and diving legend Greg Louganis, International Event Ambassador of Tata Steel Kolkata 25K this year has graced the City of Joy today.“It’s very exciting. I admire the people who are here and going to be a part of the 25K race. Fitness is a part of life. Whether it’s diet or exercising you need to take up,” Greg said about the spirit of Tata Steel Kolkata 25K. Greg will flag off India’s only international 25K on 16 December which also celebrates Vijay Diwas as well. Greg can boast a total of 17 global gold medals to his name; including four from the Olympics, five world championships, six Pan American titles and two from the World University Games. The 1988, Seoul Olympic is famous for Greg&#39;s commitment to the game and fighting spirit. During the qualifying, he hit the back of his head on the diving board requiring several stitches, an accident that should have been competition ending.However, he came back to sweep gold in the 10m platform and also in the 3m springboard, leaving global audiences dumbstruck. About the Seoul Olympic incident and what motivated him to for the next dive Greg said: “My inspirations were Ryan White and my coach who just been there and been supportive. When I hit my head on the springboard there was so much going on. I was diagnosed with HIV positive, my coach’s mother was in coma and he didn’t know whether to stay or go home. He decided to stay with us. Both of us were rather distracted and I was the favourite but in split second after hitting the board I suddenly became underdog. I was focused and tried to do my absolute best.” With gold medals at the 1984 (Los Angeles) and 1988 (Seoul) Summer Olympics, on the springboard and platform, he is also the only male diver to sweep both diving events in successive Olympics.Being a diver how Greg feels about distance running which is an event based on timing he said: “In a road race where you have the camaraderie of the people around you, you have the similar goals and aspirations, so that can be inspiring. But if you are way ahead then that shouldn’t limit you as to how successful can you be. Rather than looking at the clock feel within your body, your heart, your soul so I think that there are many elements of competition, a performance however you want to look at it. Because maybe a competitor that’s right next to you that you will never beat in your life but you are there as companions to help each other through. So it really does become a community effort and it can be such an incredibly special moment to share that with someone because not everybody can run like that.” “You have to train for it, you work and all of a sudden your work pays off and you gotta feel good about what you are doing. That’s why when I mentor USA diving, swimming and many different sports it’s not so much about the end result. It’s about am I better today than I was yesterday? And if you can honestly say that then everyday is different. We all have bad days. Those bad days are the days where you learn a lesson. Don’t be so close that you don’t use that lesson. Not my every competition was stellar but what happened was there’s always something I could take away from that whether successful or not. That enables me to do better and move forward to the next time,” he added. After his retirement from competition in 1989, the 58-year-old American has donned many hats and always continued his commitment to excellence. He has become a mentor and coach to many top divers including members of the 2012 and 2016 US Olympic teams, a motivational speaker, author, actor, LGBT rights activist, humanitarian and an HIV/AIDS awareness advocate and designer."
128,2018-11-17T16:17:41+00:00,Kolkata24*7,"Kolkata: The KMD has decided to newly construct the Ultadanga foot over-bridge. This old over-bridge’s condition is not good and accidents could occur any moment. Hence, the state government has decided to demolish it and build a new one.After the Majherhat accident, the state government is worried and had set up a high-level experts committee to monitor the condition of different bridges in the city. Few days ago, the condition of the Ultadanga bridge was seen. They were not satisfied after seeing the bridge. The iron-made structure of the bridge was rusty and thus has become weak.Hence, it has been decided to demolish it and build a new bridge. This over-bridge was built for crossing roads. There are four ends to this bridge which could be used to go to 4 sides of Ultadanga. But after it was built, the people did not use much this bridge due to its height. There is lack of maintenance too. The KMD has decided that one side of the new proposed bridge will have its end extended to Bidhannagar station. Hence, the passengers will be able to easily reach the station through the over bridge. The pressure of pedestrians on the road would reduce too. As per KMD, the bridge would be of the highest quality."
129,2018-11-13T11:03:44+00:00,Kolkata24*7,"Kolkata: A major mishap was averted with one compartment of the Howrah-Puri Dhauli Express derailing on Tuesday morning near Pashkura. No injuries have been reported so far. The Railways officials have reached the spot.The incident occurred at 7:20 in the morning in between Bhogpur and Paskura station. Soon after the incident, the brakes were used and the train stopped.The train services are normal, butthe trains in this line are going slow. The railway officials have started an investigation. Such an incident has caused panic among the passengers. Helpline numbers have been opened.Helpline numbers:Howrah station: 03326377197,Kharagpur station: 03222255897Balasore station: 06782265767 Efforts are underway to remove the derailed compartment. It would take some time for normalcy to resume, as assumed the railway officials. The train escaped fortunately from a major incident. No effect in the railway services at the South-East section. The trains are moving using the other lines.No one was injured in the accident that occurred between Bhogpur and Panskura stations in Howrah-Kharagpur section of SER at 7.10 am, spokesman Sanjay Ghosh said.The wheel of the chair car coach (B-3), positioned sixth from the engine, derailed when the Dhauli Express was travelling from Howrah to Puri, he said.An accident relief train and senior officers of the SER rushed to the spot, which is about 67 km from Howrah.The train will resume its onward journey towards Puri following amalgamation of coaches after detaching the affected coach, Ghosh said.“For the convenience of passengers en route, 12703 Howrah-Secundrabad Faluknama Express will be provided all stoppages of Dhauli Express up to Khurda Road station,” he said.The stranded passengers have been taken in the Faluknama express which is bound towards Secunderabad. The Faluknama express will stop at all stations where the Dhauli express was supposed to stop."
130,2018-11-12T19:01:34+00:00,Kolkata24*7,"Kolkata: The Season’s first road race inspire citizens to spread education. As the final day beckons, the city runners head towards the marathon with sheer enthusiasm that will be flagged off on 25th November from City Centre I, Salt Lake. A large number of runners have appeared for the final practice run – a prequel to the upcoming grand marathon.Education shapes the future of children, catering to their fundamental growth and development. It is the quintessence of the preliminary development and nurturance that uplifts human being and childhood plays the most vital part.Round Table India and Bharti Airtel organises fifth edition of Airtel Run for Education that aims to spread education aiding the underprivileged children like every year. This year Run for Education introduces single loop track for 21 km, spectacular coloured medals & sublime tee shirts. This is not only an end, the team behind this marathon- the Directors and Mentors are burning midnight oil to inspire the marathoners and make this event as exciting, motivating and entertaining as it can be. The organisers have designed a scenic route for the pacers that stretch across the streets dotted by lakes and fields to make the pacers familiar with the route that has been unveiled today. The runners love affair with the city is never ending, such is the passion they derive while running and when they are inspired from the passion it becomes a turning point in their career. Luv Burman found his career to be thrilling after his first take off sometime three years ago, during which he ran at Maddox Square but could hardly manage 10 kms. His first proper run was for TSK25 in 2017. After this he joined Kolkata Road Runners, which became noteworthy for him.A seasoned runner, who dreams of running, while eating, drinking and sleeping, Aloke Chaudhury started running to keep himself fit. With his agenda, the passionate runner trains himself regularly and does at least one long run of 20k+ every Sunday and 150-200 km of running every month. He has already 20+ half marathons, 25k and gets his personal best (PB) at 1.47 hours in ADHM (Airtel Delhi Half Marathon) last year. He runs to derive happiness and make others cheerful.Imagine, a fitness enthusiastic, a trekker, a mother, and an entrepreneur by profession Sunmbul Rahman was inspired running by watching people run through the Marine Drive during her stay in Mumbai. She started off with 5 km run followed by 10 km and eventually took 21 km as well. Her urge to complete the full marathon ended this year in Mumbai with a time span of 4 hours 44 minutes. She has been awarded with few of her outstanding achievements in the recent times.Veteran in the series of half marathon, Santosh Kr. Padhy had the habit of running which eventually turned into his passion. Santosh is eagerly looking forward to running 40 km per week for the Airtel run for Education half marathon after his hectic life of an HR in an IT organisation.Another asset of Airtel Run for Education in the 21 km category is Rahul Gupta who was initially a fitness freak but found running difficult in the treadmill. Being a health conscious, he found he could eat everything else. He has been the supervisor of the North Kolkata Runners Group and a brand ambassador for IDBI Kolkata, Happy Heart Mini Marathon and SBI green Marathon this year. He dreams of running and carries the emotions of the runners. He boost up the runners by cheering them by cracking a joke, sharing motivational stories, to carry on the race.Popularly known as S bro, in Kolkata running circuit, a long-distance runner started his long journeys with his first Half Marathon in Airtel Run for Education 2016 and finished four officials ultra (Maximum distance 88 kms), six Full Marathons (Personal Best 4 hours 13 minutes), 13 Half Marathons (1 hour 53 minutes) and numerous 10k.As an avid learner, Sourav Kashyap aims for guidance from his mentor Running Legend Jayadev Raja aka J Bro, whio is the technical consultant to ARFE this year, and Mr. Tushar Tripathi, along with his trainers and running buddies, Saurav Bhartia, Dipankar Ray, Chao Lengdon Chaocing, Prema Rajaram to name a few. He is keenly looking forward to Airtel Half marathon that encourages not only education but also helps to keep him fit.To keep focussed and fit, and disciplined, Gaurav Jojadia aims to reach new heights by overcoming challenges. Also a fitness enthusiast and a pacer last year for the Airtel Run for Education and helped many others to help achieve targets for 21 kms within the specified time limit. Completed full marathon in Tata Mumbai Marathon and Airtel Hyderabad Full Marathon successfully desires for more and this upcoming Airtel Run for Education is the one and only he is waiting for.Sonal paul, a 21k pacer runs to meet her exhaustion after managing kids at home, accomplished a dozens of 10k awarded many times still believes that perseverance is the only word that lies to success after winning (MTB) Marathon Mountain biking in TCSFIT4LIFE (Tata Consultancy Services-fit4life) this year.A motivator and a keen believer, Monalisa De devotes her leisure hours in working out and in running. She believes that her flow of positive energy encourages her to be happy and stay positive that boils down to running that kicked off in 2017 which marked the completion of few 10 kms runs. She has been awarded a silver medal in her category at Tata Steel Kolkata (TSK) 25km in 2017.A lot of the pacers those of who are running for Airtel Run for Education meets challenges to achieve their dreams or takes running as a passion, or being a fitness freak, but there’s a lot more when bearing the physical challenge becomes a reason for a runner like Shubhashis Ghosh. Diagnosed with a rare electrical wiring issue in Heart called Supra Ventricular Tachycardia (SVT) at a very early age that impedes the normal heart functioning and sudden acceleration while resting.Moreover met with a fatal accident where his left leg was affected consequently followed by the fracture of tibia and fibula bones, he was motivated by his two- year old son who beat him in any physical activity. While browsing websites, one fine day he took up the challenge of reliving the idea for registering One Kolkata Full Marathon, though he never ran for a single km throughout his life and his life has changed after that. When he took up run very seriously he found that he was exhausted after covering only 1.7 km. He started practising every day to increase his stamina. Eventually he completed his first marathon followed by other marathons in different cities. He strongly believes that amidst the physical challenges, hard work and dedication defeats everything.The pacers running across the city either to achieve their dreams, some live up to meet challenges, some to keep themselves fit, some to embrace happiness, but at the end of the day it is evident that they are running for the common cause- to educate the underprivileged children, the funds for which is required for building schools and premises to help the children to get the basic facilities and maintain sanitation and other facilities to provide hygiene. The “Freedom through Education” helps the schools to build classrooms, staircase blocks and toilet blocks.In the year 2014, Vivekanda Bidya Mandir had built six classrooms impacting 500 students every year, in 2015 Sarada Sishu Mandir (Tanterberia, Howrah) had built four classrooms that helped 750 students to study. Similarly, 2016 had seen four newly- build classrooms in Katadanga Arya Jatiya Vidyalaya (Katadanga) for 800 children and the last year Champdani Ram Dulari Hindi High School (Champdani ) had added three classrooms that impacted 600 students. This year the funds from the marathon has been dedicated to the construction of new ground floor building structure, classrooms, a staircase and a toilet block and a facility for a drinking water at Saraswati Shishu Mandir (Kanchdiha), which proposes to hold upto 400 students once constructed."
131,2018-11-04T02:24:11+00:00,Kolkata24*7,"Kolkata: Kolkata Metropolitan Development Authority (KMDA) has decided to set up a few foot overbridges on Kazi Nazrul Islam Sarani and Eastern Metropolitan Bypass for faster movement of traffic and safety of the pedestrians.An underpass and a pedestrian footbridge will come up at Ruby intersection. The underpass will come up on the Mukundapur side while the foot overbridge will be constructed near the station of Garia-Airport Metro route. Experts suggested that there will be a huge concentration of people along EM Bypass and unless steps are not taken now, it will difficult to manage traffic and pedestrian movement in a few years’ time.Foot overbridges will also come up at the intersection of Ajaynagar and Patuli. Both these areas are accident prone as pedestrians find it difficult to cross EM Bypass. The pedestrian flyover will create an uninterrupted flow of traffic along the stretch. Foot overbridge will also come up at Dum Dum Park crossing. Once these foot overbridges come up, the time taken to travel to Kolkata Airport from Garia will lessen. Also, they will minimise the number of road accidents."
132,2018-10-26T21:32:03+00:00,Kolkata24*7,"Kolkata: A private hospital here retrieved the heart, liver, kidneys and corneas from a young male donor who had been declared brain dead and at least six people were given a new lease of life here on Friday.The donor, who was injured in a road accident during Durga Puja, was declared brain dead on Thursday at Apollo Gleneagles. The operation was then conducted at the hospital and his heart, liver and one kidney were transplanted into three recipients.The other kidney was sent to state-run SSKM Hospital through a green corridor facilitated by Kolkata Police. The corneas were sent to Disha Eye Hospital. This is also the maiden Heart retrieval in the city. The donor and recipients were all from Bengal. The recipients were registered with NOTTO (National Organ and Tissue Transplant Organisation).“The transplanted heart gave a second lease of life to a patient with refractory heart failure, while the liver was transplanted into a patient suffering from end-stage liver disease. The kidneys saved the lives of two patients with advanced kidney failure, one at Apollo Gleneagles and another at SSKM Hospital,” the hospital said in a statement.Expressing gratitude, a relative of one of the recipient said: “I am very thankful to the family of the donor. This will encourage everyone to come forward.”"
133,2018-10-25T22:42:11+00:00,Kolkata24*7,"Barrackpore: After the Majerhat bridge collapse on September, administration standing on the toe regarding the health of flyovers. With an official announcement on Thursday, Barrackpore Commisionerate Traffic department of North 24 pargana has prohibited freight traffic movement in Sodepur flyover proritising security of common people.The authority said that, no vehicle would be able to carry more than sixteen ton while availing the flyover. The traffic dept has already hanged notice board in both side of the flyover. The Public Works Department officials have scrutinised the present of Sodepur flyover as the State Government demanded after Majerhat bridge collapse.The PWD department, in their report has mentioned the poor condition of the flyover and issued prohibition in carrying weights. The rule has been enacted from Wednesday night. On this note, vigilance has been increaed at that area. Proritising security of common people, the decision has been made by the authority. Alternative ways have also be opened instead of the flyover.In an effort to reduce the chance of accident, Barrackpore Police Commissionerate has taken such decision. Surveillance has been beefed up in night time on Barrackpore flyover. The traffic department is not allowing any heavy vehicle on the flyover.Commenting on the issue, DCP Traffic Abadesh Pathak said, “We have informed the concerned department regarding the quick required reformation of the flyover to bring back the normal traffic movement. Presently, all the car are being diverted to Kalyani Highway.”An alternative road parallel to a bridge that collapsed over a month ago in south Kolkata was thrown open to the public on Friday, much to the relief of a large number of daily commuters to and from the city and its suburbs.A portion of the Majerhat Bridge in south Kolkata collapsed on September 4, killing a city youth instantly and injuring at least 19 others. Two bodies of Metro rail workers were recovered from under the debris two days after the accident.The new road along with two bailey bridges over the Chetla canal and railway level crossing were constructed within 20 days in close coordination between the Public Works Department (PWD) and Eastern Railway."
134,2018-09-07T18:52:00+00:00,Kolkata24*7,"Kolkata: The state government seems to have woken up after three years when theMajerhat bridge collapsed and killed 3 innocent lives on Tuesday. A letter, whichmentions several times about accidents and illegal goods transport which could leadto the collapse of bridges, was submitted in 2015.The government at the end expressed displeasure on the issue of over-loading. At apress meet in Nabanna, chief minister Mamata Banerjee said, “Those vehicles whichcan carry a load of 9 tonnes, were carrying goods of weight 15 tonnes. This needsto be controlled. I have also decided to put a ban on the 20-wheeler-vehicles ormore.”Prabir Chatterjee, joint secretary of the Federation of West Bengal TruckAssociation, said that they had sent a letter to Mamata Banerjee in 2015 requestingfor the ban on overloading in trucks and other problems. But after 3 years, the CMhas decided to ban overloading, he said. According to Prabir, it was also mentionedin the letter that the wrong-doings by the police were increasing day-by-day. Forthis the they were not being able to run the trucks smoothly. It was also allegedin the letter that if the desired money was not paid to the police, then theyintentionally filed cases and acquired the desired sum of money. It has also been accused that despite orders by the Supreme Court, the state policeand motor vehicles department did not allow truck overloading to stop. However, the police have claimed that the police regularly searches in the roads toreduce the issue of overloading. Anyone suspected of overloading are detained andthe vehicle taken to a measuring centre and the measurements taken. After completeinspection, they were fined. Chief minister Mamata Banerjee had addressed that 20 bridges in Kolkata and thestate are in a dangerous condition. But many among the truck organisations claimedthat there are thousands of bridges in the state out of which maximum of them arein poor conditions due to the transport of overloaded vehicles through the bridges.Almost 4 lakh trucks are there in the state. Many truck owners have claimed that tostay in the competition, the trucks have to carry overloaded goods. Those who cometo rent trucks for goods transport, go and rent other owner’s truck if theoverloading is not granted in the first case.Chief minister Mamata Banerjee has strictly instructed to ban truck overloading."
135,2018-09-06T14:15:07+00:00,Kolkata24*7,"Kolkata: The collapse of Majerhat bridge has changed the picture of streets and lanes of Kolkata. The tremendous traffic congestion has numbed city’s daily routine ans continuing on Thursday. Ambulances, goods truck, school-bus got stuck in second Hooghly bridge. Many roads are holding no-entry boards in South Kolkata. So the people are facing huge problem in the morning prime time.Taratala-Mominpur road is closed after the Majerhat bridge accident. Good vehicles have been prohibited in many roads and specified for few roads. Many goods truck and commercial vehicles are in queue in the second Hooghly Bridge and Kona Expressway. Almost all the entry to Kolkata are closed. Police said that it will take time to bring back the normal flow. Police advised to use Howrah Bridge for next few days.Second Hooghly Bridge is open for passengers vehicles. The pressure in the Second Bridge less down after 10 am. But New Alipore, Khiddirpore Road, Hide-Road, Brace-Bridge are having high pressure. Kolkata police has ceased goods transportation from 6 am to 11 pm in CGR Road, Taratala Road, Hide Road, Sahapur Road, Alipore Station Road, Tollygunje Circular Road, DPS Road, Prince Anwarshah Road, NSC Bose Road, Alipore Road, Belvedere Road, Diamond Harbour Road to avoid excessive congestion. Public and private buses have taken differnet routes after the collapse of Majerhat bridge. Behala bound buses and cars passing Hastings crossing to take Diamond Harbour Road have been diverted to other roads. Most of the buses are going through CGR Road-Brace Bridge-Taratala crossing to enter South Kolkata. North bound vehicle of D H Road will be diverted from Taratala crossing via Taratala road-Brace Bridge-Hide Road-CGR road-Hastings crossing.All Behala bound vehicles availing Alipore Road will be diverted via Judge Court Road on Strandel Road-D H Road- Garden Reach Flyover- Remount Road. City bound vehicles from Budge Budge area will be diverted from Jinzira Bazar crossing via Taratala Road-Brooklyn Road-Garden Reach Flyover-Remount Road-D H Road.Tram service will be totally suspended along CGR Road-D H road & Judges Court Road. To avoid passengers problem short rout buses have been have been started like Taratala to Budge Budge, Taratala to Tollygunje metro station, Tollygunje to Behala, Behala Chowrasta to Diamond Harbour route. People are waiting at the bus stop for bus-auto and taxi. 40 minutes roads are taking at least 2 hours."
136,2018-09-05T00:07:58+00:00,Kolkata24*7,"Kolkata: Trinamool supremo Mamata Banerjee became the Chief Mminister in 2011. In the regime of change seven flyovers have been collapsed till 2018. Three among them are in the heart of Kolkata and another one is in Siliguri. Majerhat bridge collapse is the new addition to the list which aliving the memory of Ultadanga, Posta, and Siliguri bridge collapse incident.Ultadanga Flyover: The EM bypass bound Ultadanga flyover from VIP Road collapsed on March 4, 2013. As it was early morning, the major chance of accidents somehow avoided. Three people have been injured in the morning time accident.Posta Flyover: Under-construction Posta flyover collapsed On March 31, 2016 afternoon. This is one of the horrifying bridge collapse in the history of Kolkata. 26 lives lost and 89 people had bee injured after the incident. Siliguri Flyover: Another under-construction flyover collapsed on August 11 in Goaltuli of Siliguri. No casualty due to the time of the incident.Majerhat Bridge: The bridge collapsed at around 4:30 pm on September 4, 2018. One dead and 20 injured after the incident. The unofficial source said at least five person dead after the incident which may rise with time."
137,2018-08-07T17:10:31+00:00,Kolkata24*7,"Kolkata: Chaos broke out at Baranagar after a one-and-a-half year old child died after falling from a speeding auto. The incident took place on Tuesday at Baranagar’s Tobin Road.Soon after the incident, chaos broke out as the family members started protestingwith the budy. The police later rushed to the spot and brought the situation under control. They have sent the body for post-mortem.According to the deceased’s mother, she boarded the auto from Tobin Road. The accident occurred near Noapara Bibeknagar crossing. The auto was moving at high speed which caused the child to get accidentally dropped from his mother’s arms. Hewas immediately mowed down by the auto. The auto stopped after travelling some distance. The child’s mother along with other passengers ran to the spot. The locals also gathered.According to the mother, the auto driver fled after the incident."
